text	label
949	purchase different case	0
950	joy use	1
951	much disappointed company	0
952	satisifed	1
953	charge	0
954	phone get buy say wow	1
955	button small	0
956	read spec alone make say wow	1
957	love great armband	1
958	really like product motorola allot clear ear piece mic	1
959	however keypad tinny sometimes reach wrong button	0
960	exchange sony ericson pretty happy decision	1
961	impressed price case	1
962	also make easy hold	1
963	use product motor control center lot high voltage hum equipment work great	1
964	pretty easy	1
965	make call certain place	0
966	however girl complain time phone wake like normal phone	0
967	beautiful styling though	1
968	company charge restock fee still give refund back	0
969	try return refund	0
970	plug find darn thing work	0
971	excellent product	1
972	earbud piece break easily	0
973	lousy product	0
974	phone try hard everything fail ability phone	0
975	good charger see market yet	1
976	sweetest phone	1
977	oh charger seem work fine	1
978	fit securely ear hook even need use sound better direct ear canal	1
979	enough volume	0
980	echo problemvery unsatisfactory	0
981	could take video time quality poor	0
982	waste money	0
983	go first negatively review product	0
984	adapter provide enough charge current	0
985	much hype phone assume good mistake	0
986	also take picture case lense cover	0
987	phone fall easily	0
988	work people hear talk	0
989	text messaging feature really tricky use	0
990	really disappoint charger work	0
991	painful ear	0
992	last one day blow	0
993	disappoint	0
994	kind flop around	0
995	screen get smudge easily touch ear face	0
996	piece junk lose call phone	0
997	item match picture	0
998	thing disappoint infra red port irda	0
999	answer call unit never work	0
0	slowmoving aimless movie distressed drift young man	0
1	sure lost flat character audience nearly half walk	0
2	attempt artiness black white clever camera angle movie disappoint become even ridiculous acting poor plot line almost nonexistent	0
3	little music anything speak	0
4	good scene movie gerardo try find song keep run head	1
5	rest movie lack art charm meaning emptiness work guess empty	0
6	waste two hour	0
7	see movie today think good effort good message kid	1
8	bit predictable	0
9	love casting jimmy buffet science teacher	1
10	baby owl adorable	1
11	movie show lot florida good make look appealing	1
12	song good muppets hilarious	1
13	cool	1
14	right case movie deliver everything almost right face	1
15	average act main person low budget clearly see	0
16	review long overdue since consider tale two sisters single great film ever make	1
17	ill put gem movie term screenplay cinematography act postproduction edit directing aspect filmmake	1
18	practically perfect true masterpiece sea faux masterpiece	1
19	structure film easily tightly construct history cinema think film something vitally important occur every minute word content level film enough easily fill dozen film anyone right mind ask anything movie quite simply high superlative form cinema imaginable yes film require rather significant amount puzzlesolving piece fit together create beautiful picture short film certainly pull punch graphics far good part game number one good th game series deserve strong love insane game massive level massive unlockable character massive game waste money game kind money waste properly actually graphic good time today graphic crap say canada fun game aye game rock buy play enjoy love pure brilliance flick doom conception idea lame take minor character mediocre film make complete nonsequel change tone pgrated family movie least bit interested confirm film would unfunny generic also manage give away entire movie exaggerate every moment every plot point every joke tell trailer funny even talented carrell save costar fare much better people like morgan freeman jonah hill ed helms waste story predictable lazy real effect work presence animal integration scene bad obvious bluegreenscreen work ever see whatever cost much translate quality sure film succeed despite perhaps obviously meagre budget glad film go obvious choice less film certainly would addition one lovely song ever write french cancan also boast one cut lead lady ever grace screen hard fall headoverheel love girl negative insipid enough cause regret another hour life waste front screen long whiny pointless recommend wait future effort let one go excellent cast story line performance totally believable anne heche utterly convincing sam shepards portrayal gung ho marine sober sit rivet tv screen give one resounding think tom hanks good actor enjoy read book child little disappointed movie one character totally annoy voice give feeling fingernail chalkboard totally unnecessary trainroller coaster scene absolutely warmth charm scene character movie totally grate nerve performance improve improvisation actor twice much worry whether deliver line well whether line good quite honestly often good often dialogue really follow one line another fit surrounding crackle unpredictable youthful energy honestly find hard follow concentrate meander badly generally great thing would say worth hour time though suspense builder good cross line g pg especially like noncliche choice parent movie could predict dialog verbatim writing movie make well selection want movie gross give chill great choice alexander nevsky great film amazing film artist one important whoever live glad pretentious piece plan dodge stratus big shots go help movie maker restrained movie business québec	0
20	first movie give year	1
21	ever movie need wordofmouth promote	1
22	overall film interesting thoughtprovoke	1
23	plus wellpace suit relatively short run time	1
24	give one look	1
25	give	1
26	wind lion well write superbly act	1
27	true classic	1
28	actually turn pretty decent far blist horrorsuspense film go	1
29	definitely worth check	1
30	problem script	0
31	horrendous	0
32	nothing believable	0
33	suspense feel frustration retarded girl	0
34	manna heaven terrific film predictable unpredictable time	1
35	scene often funny occasionally touch character evaluate life go	1
36	cast veteran actor nostalgia trip	1
37	ursula burtons portrayal nun touching funny time make fun nun church	1
38	look movie terrific cast good musicinclude shirley jones rendition way look tonight uplifting ending give one try	1
39	think disappointed	1
40	frankly cotton club unfaithful kind embarrassing watch lane gere film bad	0
41	acting bad dialog extremely shallow insincere	0
42	predictable even chick flick	0
43	politically correct	0
44	disappointing	0
45	thing really worth watch scenery house beautiful	1
46	love lane never see movie lousy	0
47	hour half wish could bring back	0
48	term write fresh bold	1
49	acting help writing along well maybe idiotsavant sister could play better real joy watch	1
50	directing cinematography quite good	0
51	movie boring sometimes find occupy peak paper instead watch never happen columbo movie	0
52	sometimes embarrassing look away	0
53	directing seem pretentious	0
54	scene ohsomature neighbourgirl misplace	0
55	generally line plot weak average episode	0
56	scene debate whether sack trumpeter falsely accuse murder pure horror really stupid	0
57	applause give prelude however	1
58	really like	1
59	great film great director	1
60	movie edge seat make somewhat afraid go car end night	1
61	music film really nice	1
62	would advise anyone go see	1
63	brilliant	1
64		1
65	like movie way much	1
66	problem think actor play villain low rent michael ironside	0
67	rock world certainly must see anyone social physical outlet	1
68	however make fact overall tremendously boring movie	0
69	chemistry ben affleck sandra bullock film could understand would consider even leave wifetobe chick supposedly knock	0
70	several moment movie need excruciatingly slow moving	0
71	poor remake best friends wedding	0
72	great disappointment	0
73	believe actor agree film	0
74	could stand even watch long fear lose iq	0
75	guess nobody network air dribble watch put	0
76	imdb rating go low awful time get negative number case	0
77	see mirrormask last night unsatisfactory experience	0
78	unfortunately inexperience direction mean scene scene pass little way dramatic tension conflict	0
79	central theme film handle ineptly stereotypically depth imagination	0
80	pretty picture world make piece work flaw core	0
81	hour half waste time follow bunch pretty high schooler whine cry life	0
82	relate hell barely understand	0
83	definitely cult classic well worth view share	1
84	movie pure disaster story stupid editing bad see confuse incredibly	0
85	fish badly make underwater shot repeat thousand time film	0
86	truly truly bad film	0
87	acting terrible writing bad	0
88	possible way movie could redeem would k fodder	0
89	pay much	0
90	also real treat see anthony quinn play crazy horse	1
91	boring	0
92	plot whatsoever	0
93	plot	0
94	horrible	0
95	bad hour half lifeoh gosh	0
96	walk theatre minute get relief	0
97	hate movie like	0
98	yeah movie pretty much suck	0
99	plot storyline	0
100	go see movie bring pillow girlfriendboyfriend keep occupy	0
101	awful	0
102	think ever go movie dislike much	0
103	good thing ticket cost five dollar would mad would pay see crap	0
104	nobody identifie character cardboard cutout stereotype predictably reversestereotype	0
105	bad film bad writing good actorsan ugly cartoon craft paul haggis people handle anything bold stroke storytellinga picture paint crayon	0
106	crash depressing little nothing provoke emotion teach nothing already know racism prejudice bad thing	0
107	still like movie empowerment woman enough movie like one	1
108	brain attempt shutdown part primal impulse selfpreservation	0
109	leave shatter experience watch film take good two hour fully recover	0
110	movie join revenge boogeyman zombiez part hellish trinity horror film	0
111	certainly mean distinction good way	0
112	mean terrible way	0
113	film redeem feature	0
114	everything appal	0
115	artless camerawork endlessly present ugly set imaginable ie	0
116	story beyond stupid	0
117	script script	0
118	kid annoy	0
119	lead man charismafree	0
120	utterly without merit level akin torture	0
121	ill even say torture	0
122	maybe would reasonable explanation atrocity	0
123	pleasant voyage selfdiscovery	0
124	highly unrecommended	0
125	premise sound stupid	0
126	yes bad	0
127	nothing recommend	0
128	excellent performance ms	1
129	garbo show right bat talent could carry silent era want see silent work netflix seem stock	1
130	also great see renowned silent screenwriter frances marion miss step go silent sound	1
131	movie suffer writing need suspense	0
132	many close	0
133	movie seem drag hero really work freedom	0
134	movie definitely average rent	0
135	love movie bad bad film way long definitely one bad one movie receive great quality film age john wayne incredible job young movie industry screen presence shine think even though senior actor screen think must see old john wayne film really see anyone could enjoy movie think ever see movie half boring selfindulgent piece junk probably would well director spend movie showcase art work really noteworthy another thing really like character get punch face gallon blood would spew forth soon jamie foxx absolutely ray charles performance simply genius film spacek coal miners daughter quaid great balls fire	1
136	fact hard remember part ray charles act play man ray charles legendary ray charles life provide excellent biographical material film go well beyond another movie musician hitchcock great director ironically mostly find film total waste time watch secondly hitchcock pretty much perfect thriller chase movie pander audience sabotage film hence whole story lack certain energy plot simply rumble like machine desperately depend addition new scene usual hitchcock logic flaw mishima extremely uninteresting chilly unremarkable movie author livingworke chilly abstruse culture flat reenactment hold attention emotionally adrift stagy rest sit awful soldier singe song masculinity pledge hairsplitte purity admiration sword etc bore piece kill momentum movie quicker anyone else schrader make resume full lousy amateurish film first watch movie love totally fascinate music dancing everything however recently watch whole thing dvd completely strike extremely stupid storyline contain hole inconsistency frankly whole lot crap horrid dancing mean realistic world would never get ballet repertory whole thing quite pathetic character development also lack depth woa talk awful do waste time horrible bad sappy dialogue could go really make unwatchable direction poor actor even tell talent pathetic line speak director give action check director filmography site see film chance would even good made tv flick good intention make film great film may one great film ever make film great actor master director significant themeat least wouldbe significant theme undertone fifty existential worldweariness aerial scene ought thrill sense imagination character one may deeply care regrettably film fail movie lack visual interest drama expression feeling celebration patriotism underline narrative actress worse use june allison movie yet enjoy watch unfortunately bad movie plain bad bad script bad direction horrible acting make one plain bad dialogue suck cinematographyif call thatsucke soundtrack suck acting suck concert sequence suck nice funny funny overall movie cheap trash movie funny consider ridiculousness come feel angry spoiler whatever else say surface superbly craft cinematography simply stunning say least fx nothing stateoftheart conceptually show offer little bit everything everybody parent kid fantasy andor fx fan single sour note strike actingwise either surprisingly solid casting thing consider job well thank good movie like release one good mexican movie ever one less understand even mexican matter identify feel rank highly great noircrimedrama incredible performance belmondo lino ventura attention give every character complex psychological portrayal detail loyalty treachery love hope tremendous excellent drama excellent thriller excellent film good melville everything film simply incredible truly take journey eye soul child black water thriller manage completely transcend limitation indie flick continually subvert expectation emerge intense experience performance real grip crocdodile extremely well indeed black water website believe use real crocs swamp location fabulous thoroughly enjoy christopher eccleston take control tardis continuation series sure try film turn good day feel night disturb memory guess succeed lot beautiful place force like everything movie lame movie really pie even get start jerky camerawork see theater think go sick summary witticism witty plot well say would let one go acting bad really bad even billy bob could rise script bad camerawork bad rating amazing finale possibly best trilogy time kieslowski never cease amaze one favourite director one talented director history cinema use colour french flag three film nothing short incredible every shot every scene like work art three visually appealing movie ever see subtle connection three film awesome mention huge spoiler love end character three film remain survivor ferry disaster valentine young judge together old man watch tv solidify happiness suffering deal many year could think well way end film smile face great way wrap amazing film trilogy recommend everyone love film movie anythinga work art movie trilogy literally vomit watch film think one people find another one roth pearl performance award stunning story tell eloquently francis ford coppola year earlier really unfold gradually leave room character develop wonderful location lie story contrast beautiful directed film nicolas roeg wih sublime cast translate movie living first movie working experience find offensive intelligence someone strive greatness poetry deliver muddled often ridiculous story bunch disparate scene pretentious dialogue get bad kind movie reviewer accurately define pretentious crap	0
137	find movie intelligent even masterful say intelligence imagination obviously use try make sense pitiful attempt human nature try make sense thing	0
138	one thing tolerate political incorrectness well artistic freedom suspension disbelief slavic female character much	0
139	fun funny movie	1
140	highly entertaining angle	1
141	feature outlandish array memorable psychotic lovable nut	1
142	enjoyment get see run around play game dangerous	1
143	even sweet moment	1
144	telephone repair man really funny reaction nut bitchy boss truly genuine	1
145	character film tremendously well play	1
146	really find funny	1
147	actually smart movie	1
148	brilliant twist end	1
149	love ending perfect shed tear thrilled see movie like never forget cult cult classic depth character man underneath malta setting dry barren dialogue movie terrible hockey scene terrible defenseman play like year old goalie dive shot foot wide net etc see waste time call movie drama ridiculous start watch believe character particular relationship bakery assistant waitress work superficial movie give feeling watch play rather film character stagey storyline lot like stage farce time pyromaniac waylay assistant bored care happen next switch glad pay see laugh even smile anything one big yawn really good show watch educational child year old barney definitely super de duper pretty funny babie bop cute kid cool storm trooper even bad enough make list wonderfully terrible movie	0
150	lame	0
151	guy say well dialogue pot plant right	0
152	everything movie stupid	0
153	even love bad movie watch movie	0
154	shameful	0
155	would give television series plus could	1
156	writer smack think good actor actress bonus showthese character real	1
157	must say tape episode find watch	1
158	know give	1
159	know exactly movie latch endear movie become special part familys memory	1
160	totally absolutely recommend movie anyone like good wholesome family movie exactly	1
161	thing four kid get absolutely hilarious watch	1
162	one good movie show strong sible bond	1
163	much interesting action suspense less unneeded controversy	1
164	everything act cinematography solid	1
165	definitely worth check	1
166	damian talented versatile many way write portray different characters screen	1
167	movie cut edge	1
168	pleased know modern day genius let passion art drive take audience	1
169	new character memorable find forget	0
170	feel though go ireland absolutely nothing whatsoever	0
171	make scared horrified make sympathetic towards character simply annoying	0
172	jerky camera movement also annoying	0
173	plot pretty much every cheap horror	0
174	pathetic attempt give character depth really work rest plot	0
175	guess suppose clever twist shed light situation stupid	0
176	see probably leave shelf	0
177	elias koteasjack palance play good role angelina hot get nakedbilly drago appear cool usual cameo sven ole thorsen help make enjoyable movie good acting decent budget	1
178	awesome movie buy ebay	1
179	really love story line poler bear kinda cutebut anyone question fort steele ask away	1
180	totally unfunny movie top pathetic unrealistic throughout whole minute utter torture probably look watch time	0
181	lucy bell much high crap sink low quite depressing	0
182	movie make sick watch slacker make excuse stupid action minute	0
183	god never get minute back	0
184	think wonderful part literally full wonder excerpt work	1
185	set especially design work camera amazingstylize beautiful effective	1
186	could use exemplar set designer	1
187	story powerful exploration nature man art	1
188	watch film want learn work artist	1
189	highly recommend movie anyone interested art poetry theater politic japanese history	1
190	wind lion see wonderful rendering americas imperial age	1
191	make story different terrific production value faultless photography composition edit terrific casting underappreciated brian keith play bully teddy vivid history	1
192	though wind lion tell largely eye son every member family identify one character whether sean connerys noble brigand candace bergens feisty heroine john hustons wily john hay steve kanalys spiffy radiant ruthless cando lieutenant roosevelts big stick	1
193	high adventure good	1
194	think robert ryans good film portray someone like father schizophrenic real lifemy father although never murder anyone affect second world war make bad	1
195	humour get get day apt	1
196	mother brother thiswhen see robert ryan portray type man good imitation type individual impressed	1
197	almost song cover girl oldfashione tuneful	0
198	annoying thing cover girl way rita hayworth put pedestal	0
199	unfortunately cover girl example hollywood use exploit woman financial gain	0
200	nonlinear narration thus many flashback every part articulate quite well	1
201	good cinematography also make monica bellucci look beautiful	1
202	good commentary today love undoubtedly film worth see	1
203	people first timer film make think excellent job	1
204	popular cinema good house good reaction plenty laugh	1
205	feelgood film feel come cinema	1
206	northern humour positive community represent	1
207	rather enjoy	1
208	like	1
209	could take seriously	0
210	really create unique feeling though	1
211	vivian schilling excellent job script	1
212	world well garbage theatre today	1
213	role play well	1
214	screamy masculine right	1
215	camera really like movie	1
216	would cast role ready script	1
217	european movie nice throwback time student experience live abroad interact nationality although circumstance slightly different	1
218	fan movie suck really bad	0
219	even bad ticker	0
220	movie bad	0
221	like building use couple location maybe poor hummh	0
222	blow	0
223	movie excellentangel beautiful scamp adorablehis little yelps scaredand funniest part whenscamp catch curtain angel scamp singe never feel beforei totally recommend movieit come special edition june cover scamp garbage angel underneath lid	1
224	explain movie romanticcharminghilariousand adorablethe junkyard scene funnyall junkyard dog something specialtoo funny laughedkid love itbuy come outit new feature	1
225	choose torture disgusting piece blatant american propaganda	0
226	show make americans stupid full hatred cliché admit elsewhere	0
227	almost everyone involve must return school acting utterly predictable bad script pile garbage round	0
228	wish could enter negative value admin	0
229	set bad would look place thunderbirds episode	0
230	use slowmotion needlessly repeat throughout movie well back bad acting bad kind word continuity scene throw reason whatsoever vehicle look like make corn flakes box directorial style border stupidity	0
231	oh yeah storyline pathetic	0
232	hate write bad review film especially really like star film bad believe one second anyone could proud	0
233	filmmaker director would hide head sand would spend whatever amount money time movie	0
234	short monumental waste time energy would recommend anyone ever see film	0
235	come free dvd player buy still turn thing halfway embarrassed howell	0
236	set	0
237	interesting premise billy drago always good dangerous nutbag side note would love see drago stephen mchattie lance hendrikson flick together talk rage cheekbone	1
238	soundtrack terrible either	1
239	actingeven professional drago debbie rochonwas terrible directing bad perhaps contributory former dialog chimplike camera work barely tolerable	0
240	still sets get big oyvey scale	1
241	yes simplify thing sake brevity really core problem film much go without real fulfil explanation	0
242	good job quite amusing	1
243	convoluted plot convince much film watch weird questioning glance	0
244	let girlfriend talk see bad idea hate	0
245	last minute movie also bad well	1
246	bela lugosi totally extraneous intoning odd line	0
247	acting decidely wooden though bad period universal b movie	0
248	like armand assante cable company summary sound interesting watch twice already probably	1
249	believe screenwriter good job tie loose end	1
250	score mostly plot	1
251	say like spoiler want one believe film worth time	1
252	wow bad film	0
253	frightening least barely comprehensible	0
254	plot hang together acting absolutely appal	0
255	even good camp value	0
256	expect oscar material	0
257	would iq particularly stupid mollusk see one come	0
258	film use word loosely insult moviegoe public	0
259	someone involve know string together narrative	0
260	get simply nothing low	0
261	one watch recently fox movie channel disappointed	0
262	know contract player little control script acting bad script	0
263	victor mclaglen even bad brian donlevy almost unrecognizable	0
264	consider relation screen taylor stanwyck surprising little chemistry screen two	0
265	premise film ridiculous president us	0
266	death row scene entirely unmove	0
267	thing bad taylors act stanwyck singe	0
268	whatever producer go miss entirely	0
269	deeply impressed character play	1
270	know see film great thing come gifted actor	1
271	cheap cheerless heist movie poor characterisation lot underbite style stoic emoting think chow yun fat better tomorrow cheesy cliché throw abandon factory ready poorly execute fly judo roll la john woo	0
272	even squibs look awful	0
273	point proceeding look remotely like america	0
274	plot derivative predictable ending like mercy killing	0
275	awful dialogue hopeless overact everyone get shoot top real waste space time	0
276	uneasy bad movie scared	0
277	dialogue compose thing make little sense	0
278	minute footage waste show mediocre elderly actor awkwardly babble overwrought pseudosatanic gibberish corny enough make teen goth blush almost always olde english sometimes latin may may make word	0
279	directing sloppy good	0
280	hackneye write certainly make even bad bad directing	0
281	course acting blah	0
282	acting whole cast could put scale balance perfectly overact underact	0
283	finally get ending would great handle competent people jerry falwell	0
284	love movie great portrayal family share end know special love	1
285	see many movie star jaclyn smith god one good though come year ago	1
286	movie contain allstar cast love open eye see actor see	1
287	movie kind long length enjoy every minute	1
288	overall rate movie scale	1
289	lifetime air enough anyone know store sell let know musthave	1
290	particularly remember sense assault strident cord music would blare little warning even less meaning	0
291	sort pap screen afternoon punish unemployed job	0
292	totally different load understatement black comedy film get see remember	1
293	movie create universe fascinating every way	1
294	movie really get	1
295	see	1
296	really hope team behind movie make movie continue kinda weird style	1
297	forget casting superb trond fausa aurvåg perfect role bothersome man understand	1
298	movie good humorous comment life	1
299	find move beautiful enjoyable uplifting	1
300	initially local site film film buffalo intrigue	1
301	later find lose power film	1
302	entire audience applaud conclusion film	1
303	leave theater lilt step joy heart hope human race	1
304	duris wholesome appearance give fine performance	1
305	rest cast also play well	1
306	cinematography noteworthy include fine view barcelona famed gaudi tower	1
307	ten minute film start second thought	0
308	half way film start dislike	0
309	time film end dislike despise	0
310	film lack convincing script	0
311	script look rough draft write shooting begin finished script complete	0
312	thing happen character personality change plot twist occur real reason script call	0
313	cast good	1
314	worth check	1
315	probably irritating show ever see entire life	0
316	indescribably annoying idiotic show ever see	0
317	everything bad	0
318	could understand kind idiot would produce mess first place mention several season	0
319	script bad bad contain cheesiness unethical joke normally see rate r movie	0
320	casting also horrible cause see really really bad actors period	0
321	final word show real torture	0
322	zillion time away reality	0
323	watch washing machine twirl around would hurt eye much show	0
324	rate grade z note show bad even mother cast pull daughter show	0
325	century foxs road house quite silly noir implausible unmitigated bore movie	0
326	full unconvincing cardboard character blandly write edward chodorov also produce surprisingly direct jean negulesco one would expect great deal	0
327	widmark character turn unintentionally comical	0
328	lose marble early proceeding totally implausible unconvincing	0
329	enough mess movie picture also mar constant use studio set indoor exterior	0
330	whatever prompt documentary beyond	0
331	serious spoiler movie huge disappointment	0
332	many problem know start	0
333	cast great	1
334	steve martin deliver really funny performance middleage upper class uptight white guy	1
335	add betty white jean smart great cast everyone play part really well	1
336	movie make lot serious mistake	0
337	first enough racial stereotype racial joke offend everyone	0
338	movie litter overt racial slur towards black cast member return white depict moron boob	0
339	put race card aside let look major flaw film destroy latifas character	0
340	real plot	0
341	would see movie free	0
342	steamboat willie amazingly important film cinema history	1
343	second appearance mickey mouse follow silent plane crazy earlier year probably famous filmmostly groundbreake	1
344	yet hear mickey speak ton sound effect music throughout filmsomething take grant huge crowd pleaser	1
345	however see short year amazed timeless film actually	1
346	adorable see mickey play turkey straw highly imaginative occasionally cruel way	1
347	clever real crowdpleaserthis film still rank among mickey good film even wonderful year	1
348	bipolarity ruthless thug one minute ruthless killer next minute luvs diaper commercial completely unconvincing	0
349	terribly disappointed film would receive many award accolade especially far deserving work film	0
350	original body soul masterpiece	1
351	john garfield ann revere lilli plmer william conrad canada leeand film one great cinematographer ever grace screenjames wong howe	1
352	think redeem quality remake	0
353	may bad film ever make	0
354	badwellit bad	0
355	movie solid example bad plot bad idea way	0
356	shame see good actor like thomerson james make living mess like	0
357	think bad	0
358	film terrible credit version watchable	0
359	let start act especially lead professor bad	0
360	script big flawed mess	0
361	good example dumb writing establish turn zombiestudent back human remove necklace contain piece meteorite	0
362	director paul matthews also wrotedirecte weak monster movie grim clearly know pace film	0
363	movie terribly bore place	0
364	lighting awful	0
365	film look cheap bland	0
366	one disappointing aspect lack notable gore	0
367	convention never work well past certainly work	0
368	visual effect awful	0
369	cg opening sequence space look like could create microsoft slideshow gods sake	0
370	explosion gas tank end awful	0
371	okay like consider fair critic ill give credit credit duethe creature effect actually pretty cool	1
372	got love closeup slimy drool tooth	1
373	sum film breeders terrible cheaply make horror movie avoid like ebola virus	0
374	recommend	0
375	almost unbearable watch screen little charisma terrible comedic timing	0
376	aside terrible lead film load debit	0
377	understand suppose cheap popcorn comedy mean completely insult intelligence write incredibly hackneye border offensive	0
378	lewis blacks considerable talent waste incendiary unrestrained rating certainly allow	0
379	film sole bright spot jonah hill look almost unrecognizable fan recent superbad due amount weight lose interim	1
380	originality freshness first movie spend remake little else offer	0
381	budget evidently limited	0
382	reflect cast also belowpar script borrow much early classic	0
383	however decent acting action location work balance thing	0
384	filmiing less expansive	0
385	fail convey broad sweep landscape great part original	0
386	generally lack imagination	0
387	recommend	0
388	possible movie get bad	0
389	plot keep go first place	0
390	even woman finally show sign improvement expect thing happen time film may far asleep	0
391	beware trashy cult movie trash period	0
392	believe even sequel	0
393	precisely give bad review	0
394	child truly enjoy show proudly say enjoy big time even classical wb cartoon	1
395	tiny toons keep vibe deliver one popular funny underrated cartoon ever create	1
396	memory murky say enjoy every single episode product relate show	1
397	easily none cartoon make laugh tender way get dark sitcom orient teenager	1
398	character funny peculiarity true lead character	1
399	every single character hilarious deserve call lead	1
400	every element story top excessively phony contrive painful sit	0
401	line seem written fifteen year old though try oh hard sound like fifteen year old would really um know well talk	0
402	perabo nice energy level obviously comfortable front camera	1
403	simply excuse something poorly	0
404	see movie think stupid movie	0
405	even stupid think idea volcano los angeles	0
406	honest unbelievable nonsense foolish	0
407	conclusion bother movie volcano los angeles nothing nonsense	0
408	story line awful	0
409	painful	0
410	accent absolutely abysmal	0
411	also enough hypocrisy film make vomit	0
412	waste time watch rubbish nonresearched film	0
413	believe pitch black well	1
414	character interesting want find longer movie go think people surprise make	1
415	go watch	1
416	omit watch	0
417	funny	1
418	rating	0
419	character interesting really care	1
420	instant classic great soundtrack catchy song end credit	1
421	miss	1
422	masterful piece filmmake many theme simmer occasionally boil wart study poet bohemian selfindulgent wartime year span aerial bombardment london outward tranquillity welsh coastal retreat borderline friendship lust love dedication art experience versus practical concern jealousy rivalry cowardice egotism versus heroism selfsacrifice	1
423	mature subtle script suggest occasionally bring dramatic focus underlie tension well serve perfect performance apart odd inappropriate smile keira knightley prone though perhaps direction time character often mention	1
424	exquisite visual composition moment inventive elegant use closeup camera angle light include pointillistic faux home movie footage wonder joy behold	1
425	continuously beautiful look bertolucci relationship convincing narrative engaging master work	1
426	basic premise waste since sideline inexplicable focus documentary crew	0
427	regardless film fail level	0
428	avoid cost	0
429	see film christmas great film	1
430	think errol flynn brilliant custer since become favourite actor	1
431	acting alongside olivia de havilland brilliant ending fantastic	1
432	always know errol flynn brilliant actor dad favourite actor grow watch film child	1
433	watch film realise great actually	1
434	ill give film	1
435	know jim oconnor energetic nobody could much george well dull	0
436	really seem want host voiceover monotonous get involve guest	0
437	lovely little thriller hitchcock lot nice shenanigan surround murder spy kidnap child nasty church foreign plot random taxidermist	1
438	jimmy stewart ever great hero hitchcock story rip along cool climax embassy function lack brood menace hitchcocks black white lowbudget original	1
439	nevertheless yet another wonderful film great master stable	1
440	say film excellently produce top rating typical sci fi film	1
441	excellently produce one scifis good producer scot vandiver	1
442	entertain nonetheless	1
443	campy sort film joy watch	1
444	barely boring moment film plenty humorous part	1
445	cast always entertaining usual	1
446	overall delight	1
447	movie mindbendingly awful could even create	0
448	film lack real scare tension medical terminology use throughout bit iffy say least say insulin dependant diabetic	0
449	least say act well	0
450	movie excellent job reveal complexity task incredible challenge face south africa	1
451	believe every one see movie think people outside south africa understand past attempt truth reconciliation process	1
452	nothing short magnificent photographycinematography film	1
453	acting fantastic story seamlessly weave together dog splendid must rent view see	1
454	afraid subtitle worth little aversion therapy	1
455	excellent performance	1
456	still good actor around	1
457	also great directing photography	1
458	true shakespear must shakespear fan	1
459	macbeth jason connery move tear final monolog brief candle outhe give sphere moral decay dark force human face make interesting	1
460	helen baxendale credible lady macbeth cheerfull time sometimes look like naughty girl deadly taste blood evil	1
461	love death decay shakespears lyric one	1
462	witty delightful adaptation dr seuss book brilliantly animate upa fine thoroughly deserve academy award	1
463	special mention make superb music score sound effect integral element help make memorable enjoyable cartoon	1
464	however paul schrader indeed make film mishima superb complex	1
465	also notable john baileys fine crisp beautifully colored cinematography great production design costume eiko ishioka go memorable costume coppolas dracula receive well deserve oscar	1
466	even allow poor production value time format kind miniserie baaaaaad	0
467	unless visually collect extant film austens work skip one	0
468	watch however small consolation actress play annes sister wonderful job role	1
469	good	0
470	speak music unbearably predictably kitchy	0
471	film drop ball	0
472	stunning movie	1
473	raw sublimely move	1
474	feel like gripping intelligent stage play without overly theatrical feeling one actually get watch people stage play everyone terror white lie escalate monstrous consequence	1
475	main player mesmerise	1
476	tom wilkinson break heart end everyone else judge amount fumble hankie hand go face among male female alike	1
477	julian fellowes triumph	1
478	national treasure	1
479	go see	1
480	excellent film	1
481	aerial scene welldone	1
482	also right balance war love	1
483	film give meaning phrase never history human conflict much owe many	1
484	kris kristoffersen good movie really make difference	1
485	good film great director	1
486	definitely one well documentary see look family relationship marriage	1
487	many continuity error one user comment different car garage joes glassesthe one get fact joes facial hair configuration seem change scene scene	0
488	great movie	1
489	star	1
490	see movie inspiration anyone come overcome fear rejection	0
491	bad actually worth see reason	0
492	punishment park brilliant piece cinema	1
493	shoot southern california desert use patent faux documentary style watkins create film like	1
494	one peter watkins accessible film	1
495	advise look	1
496	regret	1
497	highly recommend	1
498	well keep think bad	0
499	mediocre miserable hollow laughable predictable piece garbage	0
500	case bad laughable	0
501	bad performance play angela bennett computer expert home time	0
502	film nothing pretext show ridiculous action scene	0
503	awful	0
504	still bad actress repeat robotic face move picture	0
505	result well shame	0
506	delete film mind	0
507	one bad show time	0
508	show would begin smart ass ed comment would totally wall uncalle	0
509	fat computer geek unbelievable bible thumper badass girl actor	0
510	never hear except cole totally unbelievable part	0
511	every time open mouth expect hear see kid pull plug mercy killing horrible show	0
512	story unbelievable actor	0
513	lame would good way describe	0
514	stanwyck morgan perfectly cast many way modern equivalent dickens christmas carol sensibility	1
515	success film depend casting sydney greenstreet alexander yardley character	1
516	attractive set use throughout film eyeplease gem	1
517	big fan rpg game movie disgrace selfrespecting rpger	0
518	line cut audio everything wrong	0
519	find well movie youtube	0
520	top line waste time money one bad come	0
521	lassie movie put sleep forever	0
522	would describe painfully dreary timewaster film	0
523	mediocre every aspect become dull uninteresting mess one forgettable movie see	0
524	even achievement sobaditsgood sobaditsmemorable movie	0
525	empty hollow shell movie	0
526	seriously worth waste kid time	0
527	avoid avoid avoid	0
